Source.Name,Cost Center,Cost Center Name,Person Name,Target Type,Job Level,Util % YTD,Util %,Util % Target,Util % Variance,Billability % YTD,Billability %,Billability % Target,Billability % Variance,Total,Avail Total,Direct Total,Indirect Total,OT Hours,Admin,Bench,Bus Dev,Mngmt,Opportunity,Training,Other,Unpaid OT,Fringe Total,Stat & Disc,Vacation,Wellness,Unpaid Regular
FY26_P03_Utilization_2025-12.csv,CC-3010,Field Services,Rosalind Ashby,Project Leadership,L4 Manager,64.21,61.74,60.00,1.74,56.01,47.29,55.00,-7.71,188.0,144.0,88.9,55.1,4.0,6.4,21.6,6.4,12.6,0.3,7.2,0.6,0.0,44.0,24.0,20.0,0.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-3010,Field Services,Soren Salazar,Project Leadership,L4 Manager,63.24,56.30,60.00,-3.70,52.90,42.37,55.00,-12.63,194.0,146.0,82.2,63.8,10.0,6.8,20.6,8.2,21.3,1.9,3.7,1.3,0.0,48.0,24.0,24.0,0.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-3010,Field Services,Tamsin Thorne,Project Leadership,L4 Manager,51.89,45.83,60.00,-14.17,42.67,29.89,55.00,-25.11,184.0,120.0,55.0,65.0,0.0,3.9,36.9,5.3,13.3,0.0,3.9,1.7,10.0,64.0,24.0,40.0,0.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-4010,Digital Solutions,Adaeze Whitfield,Billable Staff,L3 Senior Engineer,61.34,68.59,85.00,-16.41,55.30,58.15,78.00,-19.85,184.0,156.0,107.0,49.0,0.0,5.6,0.0,4.0,3.7,0.0,35.7,0.0,0.0,28.0,24.0,4.0,0.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-4010,Digital Solutions,Bruno Rathore,Project Leadership,L4 Manager,59.76,55.76,60.00,-4.24,50.13,43.64,55.00,-11.36,184.0,144.0,80.3,63.7,0.0,6.3,22.2,3.4,20.6,5.1,4.8,1.3,12.0,40.0,24.0,16.0,0.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-4010,Digital Solutions,Clara Carrasco,Project Leadership,L4 Manager,49.50,43.06,60.00,-16.94,42.45,33.70,55.00,-21.30,184.0,144.0,62.0,82.0,0.0,5.4,33.2,7.6,30.1,0.0,5.6,0.1,0.0,40.0,24.0,16.0,0.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-4010,Digital Solutions,Dmitri Yilmaz,Billable Staff,L3 Senior Engineer,83.24,81.29,85.00,-3.71,68.11,58.32,78.00,-19.68,184.0,132.0,107.3,24.7,0.0,4.7,11.5,4.5,2.0,0.0,1.4,0.6,0.0,52.0,24.0,28.0,0.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-4010,Digital Solutions,Ulises Sandoval,Project Leadership,L4 Manager,36.40,51.90,60.00,-8.10,31.45,35.83,55.00,-19.17,168.0,116.0,60.2,55.8,0.0,3.7,12.3,3.1,28.3,1.3,7.0,0.1,10.0,52.0,24.0,28.0,0.0,16.0
FY26_P03_Utilization_2025-12.csv,CC-4010,Digital Solutions,Vera Lindqvist,Billable Staff,L2 Engineer,87.12,84.44,85.00,-0.56,70.78,66.09,78.00,-11.91,184.0,144.0,121.6,22.4,0.0,6.8,6.9,1.7,1.4,0.0,5.4,0.2,6.0,40.0,24.0,16.0,0.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-4010,Digital Solutions,Wren Beaumont,Billable Staff,L3 Senior Engineer,77.72,51.61,85.00,-33.39,65.06,34.78,78.00,-43.22,184.0,124.0,64.0,60.0,0.0,3.7,42.4,2.3,3.9,0.0,6.1,1.6,8.0,60.0,32.0,28.0,0.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-4010,Digital Solutions,Xiomara Mbeki,Project Leadership,L4 Manager,51.21,51.33,60.00,-8.67,41.20,33.48,55.00,-21.52,184.0,120.0,61.6,58.4,0.0,5.6,20.1,6.6,18.6,0.8,5.2,1.5,14.0,64.0,32.0,32.0,0.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-4010,Digital Solutions,Yusuf Adeyemi,Billable Staff,L2 Engineer,84.26,78.83,85.00,-6.17,69.34,51.41,78.00,-26.59,184.0,120.0,94.6,25.4,0.0,6.0,15.4,1.7,1.0,0.9,0.0,0.4,0.0,64.0,24.0,40.0,0.0,0.0
FY26_P03_Utilization_2025-12.csv,CC-4010,Digital Solutions,Zara Mensah,Project Leadership,L4 Manager,31.99,26.11,60.00,-33.89,28.35,20.43,55.00,-34.57,184.0,144.0,37.6,106.4,0.0,4.7,58.1,6.5,33.0,0.0,3.6,0.5,0.0,40.0,24.0,16.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-1010,Structural Engineering,Amara Ashby,Billable Staff,L3 Senior Engineer,80.46,91.69,85.00,6.69,69.63,77.10,78.00,-0.90,176.0,148.0,135.7,12.3,0.0,2.5,0.0,2.0,2.3,1.3,3.6,0.6,0.0,28.0,8.0,12.0,8.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-1010,Structural Engineering,Bennett Salazar,Billable Staff,L3 Senior Engineer,93.84,91.45,85.00,6.45,80.62,83.41,78.00,5.41,182.0,166.0,151.8,14.2,6.0,2.5,0.0,2.0,3.0,2.1,3.9,0.7,0.0,16.0,8.0,4.0,4.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-1010,Structural Engineering,Camille Thorne,Billable Staff,L3 Senior Engineer,83.82,80.19,85.00,-4.81,69.53,72.90,78.00,-5.10,176.0,160.0,128.3,31.7,0.0,4.6,5.4,4.9,6.4,0.0,8.2,2.2,0.0,16.0,8.0,8.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-1010,Structural Engineering,Devon Sandoval,Billable Staff,L1 Analyst,78.01,75.38,80.00,-4.62,67.72,66.82,73.50,-6.68,176.0,156.0,117.6,38.4,0.0,4.1,23.2,0.3,0.9,1.0,6.7,2.2,0.0,20.0,8.0,12.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-1010,Structural Engineering,Elena Lindqvist,Billable Staff,L1 Analyst,71.05,61.86,80.00,-18.14,58.74,54.83,73.50,-18.67,176.0,156.0,96.5,59.5,0.0,7.7,42.5,0.9,1.1,0.0,5.6,1.7,0.0,20.0,8.0,12.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-1010,Structural Engineering,Farid Beaumont,Billable Staff,L3 Senior Engineer,96.88,95.00,85.00,10.00,81.80,84.20,78.00,6.20,176.0,156.0,148.2,7.8,0.0,3.2,0.0,0.7,2.0,0.0,1.5,0.4,0.0,20.0,8.0,12.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-1010,Structural Engineering,Grace Mbeki,Billable Staff,L1 Analyst,74.65,72.56,80.00,-7.44,60.53,67.61,73.50,-5.89,176.0,164.0,119.0,45.0,0.0,4.5,36.1,0.5,0.9,0.0,1.8,1.2,8.0,12.0,8.0,4.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-1010,Structural Engineering,Hassan Adeyemi,Billable Staff,L2 Engineer,61.54,54.44,85.00,-30.56,51.52,49.49,78.00,-28.51,176.0,160.0,87.1,72.9,0.0,7.3,53.6,1.8,1.7,5.4,3.0,0.1,4.0,16.0,8.0,4.0,4.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-1010,Structural Engineering,Imani Mensah,Billable Staff,L3 Senior Engineer,78.50,80.59,85.00,-4.41,70.03,69.60,78.00,-8.40,176.0,152.0,122.5,29.5,0.0,6.9,14.6,2.7,4.3,0.0,0.2,0.8,0.0,24.0,8.0,12.0,4.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-1010,Structural Engineering,Jonas Whitfield,Billable Staff,L1 Analyst,73.09,64.59,80.00,-15.41,62.56,54.32,73.50,-19.18,176.0,148.0,95.6,52.4,0.0,7.0,37.3,0.9,0.6,0.0,5.2,1.4,0.0,28.0,16.0,12.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-1010,Structural Engineering,Katya Rathore,Billable Staff,L1 Analyst,80.38,81.19,80.00,1.19,68.96,73.81,73.50,0.31,176.0,160.0,129.9,30.1,0.0,5.3,18.9,0.6,0.7,0.0,3.9,0.7,0.0,16.0,8.0,8.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-1020,Mechanical Engineering,Liam Carrasco,Project Leadership,L4 Manager,61.41,57.05,60.00,-2.95,51.49,50.57,55.00,-4.43,176.0,156.0,89.0,67.0,0.0,7.1,16.3,8.0,28.6,0.0,6.6,0.4,0.0,20.0,8.0,12.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-1020,Mechanical Engineering,Maren Yilmaz,Billable Staff,L3 Senior Engineer,89.27,84.32,85.00,-0.68,79.29,70.91,78.00,-7.09,176.0,148.0,124.8,23.2,0.0,4.5,3.0,3.4,3.6,4.7,2.7,1.3,0.0,28.0,8.0,12.0,8.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-1020,Mechanical Engineering,Nikhil Petrova,Billable Staff,L2 Engineer,56.54,57.50,85.00,-27.50,48.51,52.27,78.00,-25.73,176.0,160.0,92.0,68.0,0.0,7.0,50.8,2.1,1.8,0.0,5.4,0.9,2.0,16.0,8.0,8.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-1020,Mechanical Engineering,Odessa Duarte,Billable Staff,L2 Engineer,89.55,88.19,85.00,3.19,76.19,80.17,78.00,2.17,176.0,160.0,141.1,18.9,0.0,6.9,2.2,2.0,1.2,0.0,6.1,0.5,0.0,16.0,8.0,8.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-1020,Mechanical Engineering,Priya Halvorsen,Billable Staff,L2 Engineer,81.13,74.34,85.00,-10.66,70.07,57.44,78.00,-20.56,176.0,136.0,101.1,34.9,0.0,5.5,23.9,0.8,1.3,0.0,1.6,1.8,0.0,40.0,16.0,16.0,8.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-1020,Mechanical Engineering,Quentin Ferreira,Project Leadership,L5 Principal,61.07,57.75,55.00,2.75,52.74,52.50,50.50,2.00,176.0,160.0,92.4,67.6,0.0,5.3,17.1,19.0,20.6,0.0,4.3,1.3,0.0,16.0,8.0,8.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-1020,Mechanical Engineering,Rosalind Moreau,Billable Staff,L1 Analyst,77.24,78.00,80.00,-2.00,66.94,70.91,73.50,-2.59,176.0,160.0,124.8,35.2,0.0,6.5,21.7,0.7,0.9,0.0,4.6,0.8,0.0,16.0,8.0,8.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-1020,Mechanical Engineering,Soren Iverson,Billable Staff,L3 Senior Engineer,82.70,83.21,85.00,-1.79,69.08,73.75,78.00,-4.25,176.0,156.0,129.8,26.2,0.0,6.4,9.5,3.2,4.5,0.0,0.5,2.1,0.0,20.0,8.0,12.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-1020,Mechanical Engineering,Tamsin Vasquez,Billable Staff,L1 Analyst,69.73,59.51,80.00,-20.49,57.84,55.45,73.50,-18.05,176.0,164.0,97.6,66.4,0.0,7.5,53.9,1.0,0.7,0.0,1.6,1.7,0.0,12.0,8.0,4.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-1020,Mechanical Engineering,Ulises Larkin,Project Leadership,L4 Manager,67.22,61.56,60.00,1.56,58.44,55.97,55.00,0.97,176.0,160.0,98.5,61.5,0.0,5.2,25.2,1.6,22.9,0.0,6.2,0.4,6.0,16.0,8.0,8.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-1030,Electrical Engineering,Adaeze Haddad,Billable Staff,L3 Senior Engineer,81.30,71.41,85.00,-13.59,68.90,61.89,78.00,-16.11,180.0,156.0,111.4,44.6,4.0,4.3,27.8,3.8,4.4,0.0,3.9,0.4,0.0,24.0,8.0,8.0,8.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-1030,Electrical Engineering,Bruno Kowalski,Project Leadership,L4 Manager,56.69,51.60,60.00,-8.40,48.96,45.74,55.00,-9.26,176.0,156.0,80.5,75.5,0.0,4.3,28.3,6.4,27.6,0.0,8.2,0.7,0.0,20.0,8.0,12.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-1030,Electrical Engineering,Clara Bergstrom,Project Leadership,L5 Principal,56.85,58.40,55.00,3.40,50.71,51.76,50.50,1.26,176.0,156.0,91.1,64.9,0.0,4.4,28.0,12.0,15.7,0.0,4.5,0.3,8.0,20.0,8.0,12.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-1030,Electrical Engineering,Dmitri Delacroix,Billable Staff,L1 Analyst,69.04,66.37,80.00,-13.63,58.05,63.35,73.50,-10.15,176.0,168.0,111.5,56.5,0.0,7.3,34.0,1.1,0.6,7.6,5.0,0.9,0.0,8.0,8.0,0.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-1030,Electrical Engineering,Vera Okafor,Billable Staff,L3 Senior Engineer,85.07,78.38,85.00,-6.62,72.06,71.25,78.00,-6.75,176.0,160.0,125.4,34.6,0.0,7.1,8.2,2.9,6.4,4.8,3.6,1.6,0.0,16.0,8.0,8.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-1030,Electrical Engineering,Wren Nakamura,Overhead,L2 Engineer,18.61,25.07,25.00,0.07,16.68,23.23,23.00,0.23,164.0,152.0,38.1,113.9,0.0,6.1,90.5,3.4,1.6,7.4,2.9,2.0,0.0,12.0,8.0,4.0,0.0,12.0
FY26_P04_Utilization_2026-01.csv,CC-1030,Electrical Engineering,Xiomara Fontaine,Overhead,L4 Manager,14.59,11.99,25.00,-13.01,12.19,10.70,23.00,-12.30,186.0,166.0,19.9,146.1,10.0,7.5,87.6,19.6,19.6,7.4,4.4,0.0,0.0,20.0,8.0,12.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-1030,Electrical Engineering,Yusuf Novak,Billable Staff,L2 Engineer,69.42,70.67,85.00,-14.33,60.08,65.85,78.00,-12.15,176.0,164.0,115.9,48.1,0.0,6.3,33.0,2.0,1.8,0.0,3.7,1.3,0.0,12.0,8.0,0.0,4.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-1030,Electrical Engineering,Zara Ashworth,Project Leadership,L5 Principal,55.24,43.62,55.00,-11.38,47.86,41.70,50.50,-8.80,182.0,174.0,75.9,98.1,6.0,8.0,55.1,10.6,18.2,4.9,0.3,1.0,0.0,8.0,8.0,0.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-2010,Project Management,Amara Petrova,Billable Staff,L2 Engineer,86.20,81.05,85.00,-3.95,72.39,70.00,78.00,-8.00,176.0,152.0,123.2,28.8,0.0,4.8,14.2,1.4,1.8,2.2,2.2,2.2,0.0,24.0,8.0,16.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-2010,Project Management,Bennett Duarte,Billable Staff,L3 Senior Engineer,88.20,79.81,85.00,-5.19,76.93,72.56,78.00,-5.44,176.0,160.0,127.7,32.3,0.0,4.4,14.3,5.1,4.9,0.2,1.4,2.0,0.0,16.0,8.0,4.0,4.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-2010,Project Management,Camille Halvorsen,Project Leadership,L5 Principal,31.64,29.09,55.00,-25.91,26.43,27.10,50.50,-23.40,176.0,164.0,47.7,116.3,0.0,6.6,57.0,21.9,20.1,3.8,4.9,2.0,0.0,12.0,8.0,4.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-2010,Project Management,Devon Ferreira,Billable Staff,L3 Senior Engineer,80.14,75.41,85.00,-9.59,66.02,63.41,78.00,-14.59,176.0,148.0,111.6,36.4,0.0,5.6,18.1,1.9,2.9,0.0,6.7,1.2,0.0,28.0,8.0,20.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-2010,Project Management,Elena Moreau,Project Leadership,L4 Manager,57.07,51.79,60.00,-8.21,45.07,45.91,55.00,-9.09,176.0,156.0,80.8,75.2,0.0,4.4,41.9,5.9,21.6,0.0,0.0,1.4,0.0,20.0,16.0,4.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-2010,Project Management,Farid Iverson,Billable Staff,L2 Engineer,70.25,80.06,85.00,-4.94,63.07,72.78,78.00,-5.22,176.0,160.0,128.1,31.9,0.0,7.4,15.6,2.2,1.4,2.1,1.4,1.8,0.0,16.0,8.0,8.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-2010,Project Management,Grace Vasquez,Billable Staff,L2 Engineer,87.75,86.10,85.00,1.10,73.33,80.23,78.00,2.23,176.0,164.0,141.2,22.8,0.0,6.4,7.6,2.5,2.1,0.0,3.9,0.3,0.0,12.0,8.0,4.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-2010,Project Management,Hassan Larkin,Billable Staff,L2 Engineer,65.99,65.71,85.00,-19.29,56.88,58.79,78.00,-19.21,190.0,170.0,111.7,58.3,14.0,6.6,40.4,1.1,2.4,0.1,6.5,1.2,0.0,20.0,8.0,12.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-2010,Project Management,Imani Okafor,Billable Staff,L1 Analyst,58.56,68.72,80.00,-11.28,53.91,64.03,73.50,-9.47,176.0,164.0,112.7,51.3,0.0,5.3,40.1,0.7,1.2,0.0,3.5,0.5,0.0,12.0,8.0,4.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-2010,Project Management,Jonas Nakamura,Project Leadership,L4 Manager,57.87,51.19,60.00,-8.81,50.35,46.53,55.00,-8.47,176.0,160.0,81.9,78.1,0.0,6.1,29.1,10.1,30.7,0.4,0.8,0.9,0.0,16.0,8.0,8.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-3010,Field Services,Katya Fontaine,Billable Staff,L2 Engineer,76.40,70.00,85.00,-15.00,65.78,65.23,78.00,-12.77,176.0,164.0,114.8,49.2,0.0,7.1,31.7,1.5,1.5,0.0,5.3,2.1,2.0,12.0,8.0,4.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-3010,Field Services,Liam Novak,Billable Staff,L3 Senior Engineer,71.07,82.80,85.00,-2.20,63.04,75.44,78.00,-2.56,180.0,164.0,135.8,28.2,4.0,6.0,12.3,2.6,5.7,0.0,0.0,1.6,4.0,16.0,8.0,8.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-3010,Field Services,Maren Ashworth,Billable Staff,L3 Senior Engineer,91.34,82.56,85.00,-2.44,77.49,73.18,78.00,-4.82,176.0,156.0,128.8,27.2,0.0,6.2,8.9,5.4,5.4,0.0,1.2,0.1,2.0,20.0,8.0,12.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-3010,Field Services,Nikhil Haddad,Billable Staff,L3 Senior Engineer,75.88,63.95,85.00,-21.05,62.12,55.23,78.00,-22.77,176.0,152.0,97.2,54.8,0.0,6.3,38.8,2.6,4.8,0.0,1.5,0.8,0.0,24.0,8.0,8.0,8.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-3010,Field Services,Odessa Kowalski,Project Leadership,L4 Manager,69.39,64.21,60.00,4.21,59.29,59.83,55.00,4.83,176.0,164.0,105.3,58.7,0.0,5.6,15.3,10.7,26.0,0.0,0.7,0.4,2.0,12.0,8.0,4.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-3010,Field Services,Priya Bergstrom,Billable Staff,L2 Engineer,94.01,85.44,85.00,0.44,82.85,77.67,78.00,-0.33,176.0,160.0,136.7,23.3,0.0,6.5,8.7,1.9,2.1,1.1,1.2,1.8,0.0,16.0,8.0,8.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-3010,Field Services,Quentin Delacroix,Billable Staff,L3 Senior Engineer,72.96,88.30,85.00,3.30,66.10,79.29,78.00,1.29,196.0,176.0,155.4,20.6,20.0,5.1,0.0,3.1,4.0,3.9,4.0,0.5,0.0,20.0,8.0,12.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-3010,Field Services,Rosalind Ashby,Project Leadership,L4 Manager,62.92,59.17,60.00,-0.83,56.12,56.48,55.00,1.48,176.0,168.0,99.4,68.6,0.0,5.4,5.0,12.1,34.7,2.2,9.0,0.2,12.0,8.0,8.0,0.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-3010,Field Services,Soren Salazar,Project Leadership,L4 Manager,61.81,57.72,60.00,-2.28,52.49,51.24,55.00,-3.76,178.0,158.0,91.2,66.8,2.0,4.9,7.9,10.4,28.7,3.3,9.5,2.1,0.0,20.0,8.0,12.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-3010,Field Services,Tamsin Thorne,Project Leadership,L4 Manager,50.35,45.86,60.00,-14.14,41.91,39.60,55.00,-15.40,176.0,152.0,69.7,82.3,0.0,6.1,40.1,3.0,23.3,6.5,1.1,2.2,0.0,24.0,8.0,12.0,4.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-4010,Digital Solutions,Adaeze Whitfield,Billable Staff,L3 Senior Engineer,66.36,81.67,85.00,-3.33,59.57,72.39,78.00,-5.61,176.0,156.0,127.4,28.6,0.0,7.3,8.0,2.7,6.5,0.0,2.7,1.4,0.0,20.0,8.0,8.0,4.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-4010,Digital Solutions,Bruno Rathore,Project Leadership,L4 Manager,60.28,61.75,60.00,1.75,51.59,56.14,55.00,1.14,176.0,160.0,98.8,61.2,0.0,5.2,6.5,6.4,34.8,0.0,6.1,2.2,8.0,16.0,8.0,4.0,4.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-4010,Digital Solutions,Clara Carrasco,Project Leadership,L4 Manager,47.30,41.00,60.00,-19.00,41.17,37.27,55.00,-17.73,176.0,160.0,65.6,94.4,0.0,6.3,37.7,7.6,29.5,3.0,8.4,1.9,8.0,16.0,8.0,8.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-4010,Digital Solutions,Dmitri Yilmaz,Billable Staff,L3 Senior Engineer,83.02,82.41,85.00,-2.59,68.99,71.54,78.00,-6.46,182.0,158.0,130.2,27.8,6.0,7.8,8.8,4.8,4.4,0.0,0.0,2.0,0.0,24.0,8.0,16.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-4010,Digital Solutions,Ulises Sandoval,Project Leadership,L4 Manager,40.06,50.30,60.00,-9.70,34.90,44.84,55.00,-10.16,184.0,164.0,82.5,81.5,8.0,6.5,35.8,12.2,22.4,0.0,2.9,1.7,4.0,20.0,8.0,12.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-4010,Digital Solutions,Vera Lindqvist,Billable Staff,L2 Engineer,84.20,76.41,85.00,-8.59,70.00,67.73,78.00,-10.27,176.0,156.0,119.2,36.8,0.0,5.7,23.2,2.3,1.9,0.0,1.8,1.9,0.0,20.0,8.0,12.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-4010,Digital Solutions,Wren Beaumont,Billable Staff,L3 Senior Engineer,74.65,65.53,85.00,-19.47,62.97,56.59,78.00,-21.41,176.0,152.0,99.6,52.4,0.0,5.6,34.4,3.8,4.3,0.0,3.2,1.1,0.0,24.0,8.0,16.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-4010,Digital Solutions,Xiomara Mbeki,Project Leadership,L4 Manager,52.29,55.26,60.00,-4.74,43.14,48.98,55.00,-6.02,176.0,156.0,86.2,69.8,0.0,4.7,21.0,7.2,36.2,0.0,0.3,0.4,0.0,20.0,8.0,12.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-4010,Digital Solutions,Yusuf Adeyemi,Billable Staff,L2 Engineer,82.25,77.16,85.00,-7.84,69.32,69.29,78.00,-8.71,196.0,176.0,135.8,40.2,20.0,5.6,24.4,2.4,2.3,0.0,3.2,2.3,0.0,20.0,8.0,12.0,0.0,0.0
FY26_P04_Utilization_2026-01.csv,CC-4010,Digital Solutions,Zara Mensah,Project Leadership,L4 Manager,31.21,28.94,60.00,-31.06,27.84,26.31,55.00,-28.69,176.0,160.0,46.3,113.7,0.0,7.5,65.0,8.6,24.6,0.0,7.6,0.4,2.0,16.0,8.0,8.0,0.0,0.0
FY26_P05_Utilization_2026-02.csv,CC-1010,Structural Engineering,Amara Ashby,Billable Staff,L3 Senior Engineer,82.57,90.38,85.00,5.38,72.20,82.16,78.00,4.16,176.0,160.0,144.6,15.4,16.0,4.0,6.8,3.0,1.4,0.0,0.0,0.2,0.0,16.0,8.0,8.0,0.0,0.0
FY26_P05_Utilization_2026-02.csv,CC-1010,Structural Engineering,Bennett Salazar,Billable Staff,L3 Senior Engineer,93.17,90.35,85.00,5.35,80.75,81.31,78.00,3.31,160.0,144.0,130.1,13.9,0.0,5.2,0.0,1.3,3.5,0.0,2.9,1.0,0.0,16.0,8.0,8.0,0.0,0.0
FY26_P05_Utilization_2026-02.csv,CC-1010,Structural Engineering,Camille Thorne,Billable Staff,L3 Senior Engineer,86.33,96.22,85.00,11.22,73.14,89.00,78.00,11.00,160.0,148.0,142.4,5.6,0.0,1.6,0.0,0.7,1.0,0.0,2.0,0.3,0.0,12.0,8.0,0.0,4.0,0.0
FY26_P05_Utilization_2026-02.csv,CC-1010,Structural Engineering,Devon Sandoval,Billable Staff,L1 Analyst,77.76,76.69,80.00,-3.31,68.30,70.94,73.50,-2.56,160.0,148.0,113.5,34.5,0.0,5.4,20.5,0.9,0.8,2.0,4.1,0.8,6.0,12.0,8.0,4.0,0.0,0.0
FY26_P05_Utilization_2026-02.csv,CC-1010,Structural Engineering,Elena Lindqvist,Billable Staff,L1 Analyst,70.00,65.00,80.00,-15.00,58.01,54.46,73.50,-19.04,148.0,124.0,80.6,43.4,0.0,3.7,30.6,0.5,0.6,0.0,6.2,1.8,0.0,24.0,8.0,8.0,8.0,12.0
FY26_P05_Utilization_2026-02.csv,CC-1010,Structural Engineering,Farid Beaumont,Billable Staff,L3 Senior Engineer,95.60,90.29,85.00,5.29,82.41,85.28,78.00,7.28,144.0,136.0,122.8,13.2,0.0,2.9,0.0,1.2,2.4,3.8,2.8,0.1,0.0,8.0,8.0,0.0,0.0,16.0
FY26_P05_Utilization_2026-02.csv,CC-1010,Structural Engineering,Grace Mbeki,Billable Staff,L1 Analyst,74.12,71.91,80.00,-8.09,60.64,61.12,73.50,-12.38,160.0,136.0,97.8,38.2,0.0,5.0,25.7,0.9,0.7,0.0,5.5,0.4,0.0,24.0,8.0,12.0,4.0,0.0
FY26_P05_Utilization_2026-02.csv,CC-1010,Structural Engineering,Hassan Adeyemi,Billable Staff,L2 Engineer,60.95,58.62,85.00,-26.38,52.28,55.69,78.00,-22.31,160.0,152.0,89.1,62.9,0.0,7.2,47.8,0.7,1.2,0.0,5.9,0.1,4.0,8.0,8.0,0.0,0.0,0.0
FY26_P05_Utilization_2026-02.csv,CC-1010,Structural Engineering,Imani Mensah,Billable Staff,L3 Senior Engineer,79.86,85.61,85.00,0.61,71.72,79.19,78.00,1.19,160.0,148.0,126.7,21.3,0.0,6.0,0.0,3.7,5.3,3.8,1.9,0.6,0.0,12.0,8.0,4.0,0.0,0.0
FY26_P05_Utilization_2026-02.csv,CC-1010,Structural Engineering,Jonas Whitfield,Billable Staff,L1 Analyst,71.52,64.57,80.00,-15.43,61.46,56.50,73.50,-17.00,160.0,140.0,90.4,49.6,0.0,6.6,32.7,0.8,0.9,0.0,7.0,1.6,0.0,20.0,8.0,8.0,4.0,0.0
FY26_P05_Utilization_2026-02.csv,CC-1010,Structural Engineering,Katya Rathore,Billable Staff,L1 Analyst,80.72,82.50,80.00,2.50,69.52,72.50,73.50,-1.00,132.0,116.0,95.7,20.3,0.0,5.2,12.0,0.7,0.5,0.0,0.2,1.7,0.0,16.0,8.0,8.0,0.0,28.0
